Parc de voitures par vignette Crit'air et énergie au 01/01/2020;;;;;;;;;;;;;;;;
Région : Normandie;;;;;;;;;;;;;;;;
Source : SDES, RSVERO;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;Crit'Air 1;;;Crit'Air 2;;Crit'Air 3;;"Crit'Air
4";"Crit'Air
5";Electriques;Non classés;;;Total
;;;Essence;Gaz;"Hybride
rechargeable";Diesel;Essence;Diesel;Essence;Diesel;Diesel;"Electrique
et
Hydrogène";"Autres
énergies";Diesel;Essence;
;76390;Les Loges;133;3;0;210;45;138;48;77;23;0;0;16;37;731
;76391;La Londe;347;3;2;458;124;277;144;144;39;10;0;8;50;1606
;76392;Londinières;86;0;0;254;35;136;52;85;45;2;1;20;50;766
;76393;Longmesnil;5;0;0;7;4;10;0;2;2;0;0;1;2;33
;76394;Longroy;57;3;0;149;17;71;30;39;9;0;1;6;30;412
;76395;Longueil;84;0;0;84;20;63;29;29;15;0;0;3;12;341
;76396;Longuerue;38;1;0;80;7;45;13;25;4;0;0;2;4;219
;76397;Longueville-sur-Scie;83;1;0;138;24;109;55;63;15;0;0;7;29;524
;76398;Louvetot;74;4;1;139;26;81;38;54;13;1;0;7;11;450
;76399;Lucy;8;0;0;33;5;27;8;11;5;0;0;2;7;107
;76400;Luneray;266;2;2;406;82;227;110;117;28;4;0;23;47;1314
;76401;Arelaune-en-Seine;266;2;1;498;97;279;124;177;57;5;0;31;61;1597
;76402;Malaunay;696;6;6;979;249;644;349;349;98;19;0;30;96;3521
;76403;Malleville-les-Grès;27;0;0;42;4;19;5;17;4;0;0;3;6;127
;76404;Manéglise;171;4;1;284;43;132;70;66;20;4;0;5;23;823
;76405;Manéhouville;6;0;0;42;8;30;11;19;5;0;0;2;3;125
;76406;Maniquerville;49;0;0;90;10;43;15;20;6;1;0;2;16;252
;76407;Manneville-ès-Plains;33;0;0;61;10;42;20;16;11;1;0;2;4;200
;76408;Manneville-la-Goupil;110;7;0;214;26;127;43;67;20;2;0;9;25;652
;76409;Mannevillette;115;0;0;166;45;93;54;45;11;3;0;5;12;550
;76410;Maromme;1134;16;3;1138;422;923;543;509;148;8;2;47;128;5024
;76411;Marques;7;0;0;41;1;27;10;23;7;0;1;5;6;128
;76412;Martainville-Épreville;98;0;2;130;27;104;32;60;13;1;0;7;15;489
;76413;Martigny;56;0;0;84;20;50;28;18;11;1;0;5;11;284
;76414;Martin-Église;247;3;2;497;91;183;85;105;32;2;1;10;39;1298
;76415;Massy;16;0;0;63;10;44;19;28;9;1;0;7;15;213
;76416;Mathonville;17;0;0;65;7;45;15;32;10;1;0;1;8;201
;76417;Maucomble;37;1;0;72;11;43;20;38;7;0;0;6;3;239
;76418;Maulévrier-Sainte-Gertrude;110;2;0;201;31;139;65;75;26;3;2;20;37;710
;76419;Mauny;17;0;0;36;5;24;11;7;2;0;0;2;2;107
;76420;Mauquenchy;18;1;0;70;6;43;17;38;15;0;0;8;7;224
;76421;Mélamare;121;3;0;204;26;113;41;48;17;2;0;2;18;595
;76422;Melleville;20;0;0;48;5;40;7;31;8;1;0;3;5;168
;76423;Ménerval;15;0;0;37;5;16;8;19;6;1;0;3;4;115
;76424;Ménonval;14;1;0;32;7;27;8;15;8;0;0;5;6;124
;76425;Mentheville;24;0;0;61;4;27;18;16;5;0;0;5;8;170
;76426;Mésangueville;8;0;0;39;3;14;0;14;7;0;0;5;8;98
;76427;Mesnières-en-Bray;76;1;0;159;21;122;38;65;19;1;0;14;36;553
;76428;Le Mesnil-Durdent;5;0;0;4;2;4;1;2;0;0;0;0;2;20
;76429;Le Mesnil-Esnard;1492;12;11;1331;480;691;450;262;52;21;0;21;109;4932
;76430;Mesnil-Follemprise;5;0;0;20;5;18;6;14;4;0;0;1;3;76
;76431;Le Mesnil-Lieubray;6;0;0;12;2;15;5;10;2;1;0;3;3;59
;76432;Mesnil-Mauger;16;0;0;42;5;38;12;22;8;0;0;4;5;153
;76433;Mesnil-Panneville;73;2;1;157;27;100;43;48;10;1;1;10;11;485
;76434;Mesnil-Raoul;124;1;0;236;48;109;49;60;17;4;0;7;14;668
;76435;Le Mesnil-Réaume;77;0;0;170;24;81;28;47;9;0;0;9;13;458
;76436;Le Mesnil-sous-Jumièges;62;0;0;128;27;76;37;39;13;0;1;7;10;402
;76437;Meulers;38;3;0;97;17;83;32;45;20;1;0;12;13;362
;76438;Millebosc;22;1;0;50;8;32;7;15;8;0;0;4;2;150
;76439;Mirville;43;2;0;74;11;47;15;12;8;1;0;3;10;227
;76440;Molagnies;19;0;0;35;13;24;7;15;2;0;0;3;3;121
;76441;Monchaux-Soreng;67;0;0;133;24;64;31;33;19;0;0;3;19;394
;76442;Monchy-sur-Eu;47;0;0;126;17;69;23;30;12;1;0;5;11;340
;76443;Mont-Cauvaire;93;3;1;151;25;102;37;44;13;3;2;9;17;503
;76445;Montérolier;32;0;0;114;17;85;34;44;15;1;0;15;17;375
;76446;Montigny;252;3;1;256;67;105;72;53;13;7;0;6;35;870
;76447;Montivilliers;2478;36;13;2416;748;1438;899;687;162;31;2;79;221;9209
;76448;Montmain;235;4;1;302;67;171;97;71;9;7;1;8;20;995
;76449;Montreuil-en-Caux;37;0;0;83;10;82;21;45;9;2;0;10;17;316
;76450;Montroty;25;1;0;66;10;35;15;18;6;0;0;5;7;189
;76451;Mont-Saint-Aignan;3131;22;27;4480;909;1203;948;476;86;49;0;44;235;11610
;76452;Montville;536;5;3;701;208;464;272;247;60;9;1;39;105;2650
;76453;Morgny-la-Pommeraye;133;0;0;205;36;120;47;69;13;2;0;14;22;660
;76454;Mortemer;6;0;0;18;0;7;5;9;0;0;0;5;1;51
;76455;Morville-sur-Andelle;21;0;0;58;15;51;10;21;8;0;0;6;14;205
;76456;Motteville;66;3;0;138;14;102;34;59;15;2;0;9;16;457
;76457;Moulineaux;100;0;0;153;47;126;55;71;14;0;0;9;23;599
;76458;Muchedent;11;0;0;29;5;18;6;9;1;0;0;0;3;82
;76459;Nesle-Hodeng;18;0;0;50;7;42;18;32;14;0;0;3;9;193
;76460;Nesle-Normandeuse;29;1;0;119;15;61;28;35;9;1;0;10;16;325
;76461;Neufbosc;27;1;0;69;9;47;13;30;16;0;0;7;9;228
;76462;Neufchâtel-en-Bray;503;5;4;908;141;443;196;272;94;7;0;48;107;2728
;76463;Neuf-Marché;68;3;0;125;27;63;44;49;12;0;1;11;12;415
;76464;La Neuville-Chant-d'Oisel;322;5;0;451;99;236;148;121;33;8;0;22;54;1498
;76465;Neuville-Ferrières;31;0;0;108;13;67;29;51;21;2;0;13;20;355
;76467;Néville;109;3;1;233;43;147;65;75;30;2;1;15;30;752
;76468;Nointot;181;4;0;269;47;143;76;89;22;3;0;9;24;868
;76469;Nolléval;27;1;0;51;18;60;21;41;17;0;0;5;8;251
;76470;Normanville;46;3;0;133;24;83;21;50;17;2;0;5;6;391
;76471;Norville;134;1;0;180;35;125;61;61;20;0;0;17;22;658
;76472;Notre-Dame-d'Aliermont;44;1;1;113;25;119;24;65;13;0;0;13;18;436
;76473;Notre-Dame-de-Bliquetuit;73;1;0;180;28;106;31;75;18;2;1;10;17;543
;76474;Notre-Dame-de-Bondeville;936;11;4;879;291;634;424;320;70;7;1;30;111;3718
;76475;Franqueville-Saint-Pierre;1134;5;9;1245;337;587;312;260;46;19;0;31;120;4104
;76476;Port-Jérôme-sur-Seine;1251;23;7;1733;387;1136;588;670;189;12;0;83;169;6249
;76477;Notre-Dame-du-Bec;64;1;0;87;21;46;30;36;9;3;0;5;8;312
;76478;Notre-Dame-du-Parc;13;0;0;31;5;23;8;18;3;0;0;4;8;113
;76479;Nullemont;5;0;0;20;1;13;7;10;6;0;0;3;5;70
;76480;Ocqueville;37;0;1;80;16;61;26;27;8;0;0;4;16;277
;76481;Octeville-sur-Mer;1082;13;8;1329;332;633;358;236;62;38;0;35;114;4241
;76482;Offranville;455;4;0;671;160;373;177;181;45;9;1;22;68;2165
;76483;Oherville;21;0;2;38;11;32;18;21;4;1;0;5;14;168
;76484;Oissel;972;27;4;1432;382;1130;578;656;173;19;1;54;165;5592
;76485;Omonville;22;0;0;54;12;30;13;12;9;0;0;5;4;162
;76486;Orival;86;1;0;119;56;97;57;57;14;1;0;8;31;527
;76487;Osmoy-Saint-Valery;20;0;0;53;5;54;14;24;11;1;0;4;9;196
;76488;Ouainville;47;1;0;106;14;65;19;36;14;3;0;5;10;321
;76489;Oudalle;64;0;0;168;17;52;29;21;4;2;0;6;8;371
;76490;Ourville-en-Caux;274;0;0;428;24;123;53;90;35;0;0;31;35;1093
;76491;Ouville-l'Abbaye;56;1;0;147;12;89;31;55;13;1;0;11;14;430
;76492;Ouville-la-Rivière;65;2;0;95;32;57;23;39;9;1;0;4;9;335
;76493;Paluel;33;0;1;90;19;57;24;30;10;1;0;8;14;286
;76494;Parc-d'Anxtot;67;3;0;119;16;68;22;37;7;2;2;8;12;364
;76495;Pavilly;779;9;0;1114;259;681;372;383;103;17;0;28;105;3849
;76497;Petit-Couronne;1038;9;1;1355;353;878;490;483;108;15;2;51;109;4893
;76498;Le Petit-Quevilly;1956;29;11;2365;797;2073;990;1219;285;27;3;124;244;10122
;76499;Petiville;108;2;0;235;36;151;74;77;30;1;0;14;20;748
;76500;Pierrecourt;38;0;0;84;9;59;13;32;18;0;0;9;16;278
;76501;Pierrefiques;13;0;0;26;11;20;4;12;2;1;0;1;1;91
;76502;Pierreval;52;1;0;115;20;72;25;34;12;5;0;6;9;351
;76503;Pissy-Pôville;206;1;0;289;52;138;67;63;28;7;0;9;34;894
;76504;Pleine-Sève;15;0;0;25;4;10;11;7;2;0;0;1;3;78
;76505;Pommereux;8;0;1;16;3;13;5;8;4;0;0;1;2;61
;76506;Pommeréval;27;0;0;87;12;78;9;45;9;0;0;5;4;277
;76507;Ponts-et-Marais;83;1;0;147;22;81;41;55;12;1;0;7;20;470
;76508;La Poterie-Cap-d'Antifer;57;1;1;88;14;58;33;25;10;2;0;5;11;305
;76509;Préaux;278;5;3;388;85;233;112;85;26;7;1;13;47;1283
;76510;Prétot-Vicquemare;13;0;0;38;4;25;11;12;7;0;0;2;5;118
;76511;Preuseville;6;0;0;22;4;21;8;5;4;0;0;2;4;77
;76512;Puisenval;2;0;0;8;0;2;1;1;1;0;0;2;0;17
;76513;Quevillon;78;2;1;121;28;70;34;26;6;3;0;5;13;387
;76514;Quévreville-la-Poterie;140;3;0;211;53;109;66;47;8;5;0;4;22;668
;76515;Quiberville;65;1;2;100;23;64;33;34;10;0;1;4;9;346
;76516;Quièvrecourt;32;0;0;90;8;47;22;37;16;3;0;6;29;290
;76517;Quincampoix;541;5;4;672;184;325;166;128;48;10;0;22;60;2164
;76518;Raffetot;44;1;0;116;18;57;24;24;8;1;0;8;16;317
;76519;Rainfreville;3;0;0;15;0;10;3;7;1;1;0;2;1;43
;76520;Réalcamp;42;1;0;129;17;86;19;52;22;0;0;14;20;404
;76521;Rebets;14;0;0;28;4;20;5;12;4;0;0;4;1;93
;76522;La Remuée;137;2;0;303;58;172;57;80;16;4;0;12;21;862
;76523;Rétonval;18;0;0;25;3;26;9;21;8;1;0;2;3;116
;76524;Reuville;8;0;0;38;3;13;4;12;7;0;0;1;1;88
;76526;Ricarville-du-Val;13;0;0;30;7;20;11;7;4;0;0;4;5;102
;76527;Richemont;33;0;0;91;6;56;21;33;21;0;0;13;10;285
;76528;Rieux;54;1;0;129;20;83;32;50;21;0;0;9;20;420
;76529;Riville;34;0;0;73;10;35;11;23;11;1;0;1;6;206
;76530;Robertot;17;0;0;40;8;26;17;16;4;0;0;5;10;143
;76532;Rocquemont;69;0;0;182;22;93;35;64;22;0;0;8;21;516
;76533;Rogerville;223;2;1;348;57;146;77;87;21;5;0;6;25;998
;76534;Rolleville;144;2;0;227;48;124;49;63;14;5;1;9;23;709
;76535;Roncherolles-en-Bray;37;2;0;80;7;64;28;48;14;2;0;11;13;307
;76536;Roncherolles-sur-le-Vivier;186;5;0;187;85;126;64;56;6;1;0;8;29;752
;76537;Ronchois;4;0;0;39;2;21;5;14;5;0;0;2;4;97
;76538;Rosay;13;0;0;49;9;25;17;23;4;0;0;7;8;155
;76540;Rouen;39558;170;174;24118;4144;7365;4535;3779;894;421;39;337;1166;86701
;76541;Roumare;218;3;3;326;69;163;89;64;15;8;0;6;19;983
;76542;Routes;24;2;0;44;8;32;12;16;11;3;0;5;8;165
;76543;Rouville;53;2;1;123;11;84;23;47;11;0;0;9;13;378
;76544;Rouvray-Catillon;19;1;0;40;5;26;11;13;2;0;0;5;7;129
;76545;Rouxmesnil-Bouteilles;388;4;0;577;97;229;125;91;25;3;0;14;35;1589
;76546;Royville;16;0;0;52;7;30;10;28;10;0;0;4;4;162
;76547;La Rue-Saint-Pierre;101;0;4;190;27;74;30;41;14;2;0;7;14;504
;76548;Ry;93;1;0;142;19;65;37;51;7;6;0;8;13;442
;76549;Saâne-Saint-Just;14;0;0;22;2;23;7;8;6;0;0;2;3;88
;76550;Sahurs;162;3;2;241;64;153;73;77;15;2;0;16;31;839
;76551;Sainneville;112;3;0;186;28;106;41;61;17;1;0;7;31;593
;76552;Sainte-Adresse;1502;12;19;1117;472;626;453;256;55;33;5;24;163;4735
;76553;Sainte-Agathe-d'Aliermont;23;0;0;61;9;34;13;19;15;1;0;8;12;196
;76554;Saint-Aignan-sur-Ry;22;1;0;86;13;43;21;36;14;0;0;10;21;268
;76555;Saint-André-sur-Cailly;92;2;1;185;41;100;37;53;18;1;0;7;21;559
;76556;Saint-Antoine-la-Forêt;127;1;0;231;49;122;49;73;22;1;0;13;20;708
;76557;Saint-Arnoult;148;2;0;272;47;167;61;86;32;2;0;20;33;870
;76558;Saint-Aubin-Celloville;164;3;1;226;54;134;63;64;18;1;2;9;18;757
;76559;Saint-Aubin-de-Crétot;49;2;0;107;23;81;28;40;9;1;1;3;5;349
;76560;Saint-Aubin-Épinay;128;2;0;180;42;124;59;69;11;1;0;5;9;630
;76561;Saint-Aubin-lès-Elbeuf;900;11;3;1136;391;803;528;497;135;12;2;53;147;4619
;76562;Saint-Aubin-le-Cauf;111;2;0;197;33;115;44;56;24;1;1;13;25;623
;76563;Saint-Aubin-Routot;155;4;0;257;55;150;58;86;16;1;0;10;18;807
;76564;Saint-Aubin-sur-Mer;23;0;0;37;5;29;9;21;4;0;0;3;11;142
;76565;Saint-Aubin-sur-Scie;188;6;6;267;50;113;48;60;12;1;0;5;19;776
;76566;Sainte-Austreberthe;48;1;0;98;21;65;23;44;15;1;0;7;15;338
;76567;Sainte-Beuve-en-Rivière;16;0;1;38;7;20;9;11;5;0;0;4;8;119
;76568;Saint-Clair-sur-les-Monts;65;2;0;125;21;70;35;44;12;1;0;6;15;398
;76569;Sainte-Colombe;14;1;0;35;5;22;6;27;10;0;0;3;5;128
;76570;Saint-Crespin;20;1;0;41;11;33;12;19;8;2;0;3;0;149
;76571;Sainte-Croix-sur-Buchy;65;1;0;146;19;98;26;57;12;0;0;11;13;449
;76572;Saint-Denis-d'Aclon;18;0;0;15;6;19;8;9;3;0;0;2;14;94
;76573;Saint-Denis-le-Thiboult;51;0;0;96;15;68;31;33;17;1;0;8;13;333
;76574;Saint-Denis-sur-Scie;42;0;0;132;14;78;25;55;15;0;0;9;15;386
;76575;Saint-Étienne-du-Rouvray;2258;33;9;3397;858;2648;1232;1731;462;42;1;186;324;13180
;76576;Saint-Eustache-la-Forêt;116;5;0;176;46;165;49;101;26;3;1;15;29;732
;76577;Sainte-Foy;57;4;0;131;16;71;29;39;6;2;0;6;11;372
;76578;Sainte-Geneviève;18;0;0;43;3;40;14;28;16;3;0;8;13;187
;76580;Saint-Georges-sur-Fontaine;118;2;0;179;50;95;42;49;8;3;0;6;20;573
;76581;Saint-Germain-des-Essourts;36;1;0;84;12;44;30;32;10;0;0;8;12;271
;76582;Saint-Germain-d'Étables;37;0;0;51;8;37;15;23;2;0;0;5;5;183
;76583;Saint-Germain-sous-Cailly;38;1;0;60;17;52;10;16;3;0;0;3;9;210
;76584;Saint-Germain-sur-Eaulne;19;1;0;37;5;28;14;21;6;0;0;6;6;143
;76585;Saint-Gilles-de-Crétot;39;1;0;75;19;64;15;34;7;0;0;5;5;265
;76586;Saint-Gilles-de-la-Neuville;79;1;1;138;27;90;37;40;13;3;0;10;12;450
;76587;Sainte-Hélène-Bondeville;61;1;1;133;26;90;41;63;7;1;0;5;17;447
;76588;Saint-Hellier;34;1;0;96;14;63;18;36;15;1;0;8;19;304
;76589;Saint-Honoré;25;0;1;41;4;22;4;18;6;1;0;0;7;130
;76590;Saint-Jacques-d'Aliermont;41;1;0;59;6;47;20;26;11;0;0;7;14;232
;76591;Saint-Jacques-sur-Darnétal;464;1;4;646;151;293;193;154;39;9;0;21;56;2031
;76592;Saint-Jean-de-Folleville;89;5;2;188;27;85;42;66;18;5;0;10;17;554
;76593;Saint-Jean-de-la-Neuville;53;6;0;160;11;74;21;33;8;0;0;6;10;384
;76594;Saint-Jean-du-Cardonnay;285;5;8;466;91;166;64;77;17;6;0;15;32;1232
;76595;Saint-Jouin-Bruneval;186;4;0;407;66;234;114;140;42;7;1;20;48;1271
;76596;Saint-Laurent-de-Brèvedent;256;5;2;308;98;151;81;81;17;3;1;15;22;1039
;76597;Saint-Laurent-en-Caux;48;0;0;131;20;109;31;64;17;0;1;14;17;453
;76598;Saint-Léger-aux-Bois;35;0;1;96;11;63;21;46;15;0;0;18;15;321
;76599;Saint-Léger-du-Bourg-Denis;502;4;5;488;201;313;213;132;37;5;1;23;56;1981
;76600;Saint-Léonard;318;3;2;543;77;218;114;109;32;5;0;17;51;1489
;76602;Saint-Maclou-de-Folleville;41;1;0;140;15;79;29;42;16;2;0;8;20;393
;76603;Saint-Maclou-la-Brière;33;0;0;102;9;63;17;31;8;2;0;2;11;279
;76604;Saint-Mards;18;0;0;38;2;28;10;12;8;0;0;3;5;125
;76605;Sainte-Marguerite-sur-Mer;63;0;1;80;32;57;20;29;3;0;1;7;9;303
;76606;Morienne;9;0;0;38;5;26;6;16;6;0;0;4;9;119
;76608;Sainte-Marguerite-sur-Duclair;203;2;1;458;64;245;103;146;42;1;0;16;39;1320
;76609;Sainte-Marie-au-Bosc;33;1;0;78;11;45;22;18;1;2;1;2;6;220
;76610;Sainte-Marie-des-Champs;205;0;1;413;73;165;71;85;29;10;0;16;34;1102
;76611;Saint-Martin-aux-Arbres;23;1;0;83;12;36;23;20;8;2;0;3;6;218
;76612;Saint-Martin-au-Bosc;11;1;0;40;8;33;5;25;14;0;0;1;2;141
;76613;Saint-Martin-aux-Buneaux;65;2;0;134;18;74;32;44;7;1;0;10;15;403
;76614;Saint-Martin-de-Boscherville;256;2;1;296;67;139;96;69;9;5;0;11;44;996
;76615;Saint-Martin-du-Bec;87;0;0;139;25;65;29;34;12;1;0;9;8;410
;76616;Saint-Martin-du-Manoir;288;1;0;308;81;148;79;52;12;5;0;6;15;996
;76617;Saint-Martin-du-Vivier;382;1;4;388;124;143;104;56;10;12;0;6;39;1269
;76618;Petit-Caux;913;12;2;1986;284;1150;434;704;219;15;1;108;200;6028
;76619;Saint-Martin-le-Gaillard;29;1;0;62;8;31;17;16;7;1;0;3;10;185
;76620;Saint-Martin-l'Hortier;21;0;0;80;3;34;17;21;7;1;0;8;5;198
;76621;Saint-Martin-Osmonville;66;1;0;393;20;148;59;100;28;2;0;18;27;862
;76622;Saint-Maurice-d'Ételan;43;0;0;58;16;34;16;15;7;0;0;3;4;196
;76623;Saint-Michel-d'Halescourt;6;0;0;17;4;13;3;7;8;0;0;5;3;66
;76624;Saint-Nicolas-d'Aliermont;388;6;1;681;123;431;182;246;73;4;0;48;73;2255
;76626;Saint-Nicolas-de-la-Haie;47;0;0;98;14;68;23;26;9;0;0;5;3;293
;76627;Saint-Nicolas-de-la-Taille;163;6;1;367;54;195;76;88;25;5;0;7;33;1020
;76628;Saint-Ouen-du-Breuil;72;2;0;166;22;103;43;50;17;0;0;13;15;504
;76629;Saint-Ouen-le-Mauger;19;0;0;56;6;22;11;26;8;1;0;3;5;158
;76630;Saint-Ouen-sous-Bailly;19;0;0;48;15;21;5;20;7;0;0;3;3;141
;76631;Saint-Paër;128;3;0;249;65;153;72;94;34;4;0;20;38;861
;76632;Saint-Pierre-Bénouville;21;0;0;95;6;49;13;19;6;0;0;12;13;234
;76634;Saint-Pierre-de-Manneville;124;2;1;171;39;90;57;55;11;4;0;8;16;579
;76635;Saint-Pierre-des-Jonquières;5;0;0;12;3;9;7;6;1;0;0;3;1;47
;76636;Saint-Pierre-de-Varengeville;342;9;0;482;109;310;150;159;48;1;0;22;57;1691
;76637;Saint-Pierre-en-Port;107;1;0;158;28;98;40;46;18;2;0;5;23;527
;76638;Saint-Pierre-en-Val;120;1;0;256;27;145;50;73;21;0;0;9;23;725
;76640;Saint-Pierre-lès-Elbeuf;981;6;4;1327;335;947;554;490;131;14;3;54;163;5010
;76641;Saint-Pierre-le-Vieux;14;0;0;54;6;20;9;10;5;1;0;5;5;130
;76642;Saint-Pierre-le-Viger;18;1;0;46;8;30;14;20;4;0;0;5;7;154
;76644;Saint-Rémy-Boscrocourt;69;0;0;209;27;77;33;48;12;1;0;10;16;502
;76645;Saint-Riquier-en-Rivière;7;0;0;23;1;12;3;12;12;0;1;3;4;78
;76646;Saint-Riquier-ès-Plains;57;1;0;120;21;84;30;42;10;6;0;9;6;386
;76647;Saint-Romain-de-Colbosc;587;6;5;885;190;430;223;194;41;21;3;30;81;2696
;76648;Saint-Saëns;187;4;0;363;67;234;129;148;62;1;0;22;40;1258
;76649;Saint-Saire;31;1;0;111;16;71;27;55;18;0;0;10;23;364
;76650;Saint-Sauveur-d'Émalleville;139;2;1;287;53;151;45;71;25;9;0;14;23;820
;76651;Saint-Sylvain;12;1;0;40;9;19;8;8;5;2;0;3;3;110
;76652;Saint-Vaast-d'Équiqueville;70;2;0;126;14;91;32;49;26;1;0;6;21;438
;76653;Saint-Vaast-Dieppedalle;17;0;0;68;7;50;22;26;13;0;0;6;11;220
;76654;Saint-Vaast-du-Val;35;1;1;93;9;58;18;24;14;1;0;3;8;266
;76655;Saint-Valery-en-Caux;497;8;2;606;163;394;204;217;56;10;1;25;88;2270
;76656;Saint-Victor-l'Abbaye;55;1;0;131;30;88;31;62;16;0;0;7;16;438
;76657;Saint-Vigor-d'Ymonville;153;2;2;282;41;139;56;64;20;3;0;9;11;782
;76658;Saint-Vincent-Cramesnil;86;0;0;174;27;82;39;51;14;2;0;5;12;491
;76660;Sandouville;91;2;0;216;39;89;47;47;11;3;0;4;14;563
;76662;Sassetot-le-Malgardé;10;0;0;27;3;9;6;8;0;0;0;3;4;70
;76663;Sassetot-le-Mauconduit;116;4;2;207;37;111;79;39;16;2;0;6;23;643
;76664;Sasseville;29;0;0;56;12;32;17;30;9;4;0;2;8;199
;76665;Sauchay;48;1;0;94;11;44;29;25;11;1;0;3;7;275
;76666;Saumont-la-Poterie;23;0;1;85;11;55;19;40;15;0;0;13;13;276
;76667;Sauqueville;33;0;0;70;9;46;23;29;7;1;0;4;9;232
;76668;Saussay;25;2;0;85;15;47;15;22;4;3;0;4;6;230
;76669;Sausseuzemare-en-Caux;50;0;0;92;18;50;29;31;14;1;0;5;10;301
;76670;Senneville-sur-Fécamp;123;0;1;194;30;99;61;45;19;0;0;3;12;587
;76671;Sept-Meules;10;0;0;22;1;12;6;14;4;0;0;4;2;77
;76672;Serqueux;86;1;0;164;30;104;54;76;25;1;0;19;24;587
;76673;Servaville-Salmonville;151;5;1;217;52;121;48;78;16;4;0;15;24;732
;76675;Sierville;117;0;1;221;34;128;47;74;31;1;2;12;32;701
;76676;Sigy-en-Bray;60;1;1;118;20;86;37;75;22;1;0;13;17;450
;76677;Smermesnil;10;0;0;76;2;41;20;47;12;0;0;6;10;226
;76678;Sommery;57;0;0;143;11;117;41;70;31;1;0;18;24;513
;76679;Sommesnil;6;1;0;20;2;9;1;10;2;0;0;6;1;59
;76681;Sotteville-lès-Rouen;3213;64;16;3468;1202;2450;1544;1399;330;42;2;134;404;14270
;76682;Sotteville-sous-le-Val;86;0;0;141;24;98;44;47;8;1;0;6;19;475
;76683;Sotteville-sur-Mer;46;1;0;78;12;35;17;26;5;2;0;5;11;238
;76684;Tancarville;129;1;0;252;39;132;64;79;26;3;0;12;33;769
;76685;Thérouldeville;56;0;0;144;13;66;23;38;19;1;0;12;17;389
;76686;Theuville-aux-Maillots;41;2;0;80;22;67;25;33;11;1;1;11;11;305
;76688;Thiergeville;40;0;0;83;6;60;24;29;7;0;0;3;15;267
;76690;Thil-Manneville;74;1;0;138;21;64;37;37;10;3;0;3;21;409
;76691;Le Thil-Riberpré;14;1;1;49;7;34;9;21;8;1;1;2;3;151
;76692;Thiouville;18;0;1;52;7;36;14;20;10;0;0;3;7;169
;76693;Le Tilleul;86;1;1;144;27;76;31;44;11;2;0;6;15;445
;76694;Tocqueville-en-Caux;19;0;0;20;4;10;8;13;5;0;0;3;2;85
;76695;Tocqueville-les-Murs;25;1;0;66;10;35;12;17;8;1;0;4;7;186
;76697;Torcy-le-Grand;92;1;1;146;25;105;36;65;16;0;1;10;14;512
;76698;Torcy-le-Petit;35;3;0;99;12;64;21;37;11;0;0;5;4;293
;76699;Le Torp-Mesnil;29;0;0;74;10;58;19;40;10;1;1;2;14;258
;76700;Tôtes;122;1;0;309;42;173;69;111;26;4;0;11;24;892
;76702;Touffreville-la-Corbeline;84;2;0;181;36;78;49;64;21;3;0;9;16;544
;76703;Touffreville-sur-Eu;29;0;0;44;7;25;6;19;6;0;0;4;6;147
;76705;Tourville-la-Rivière;296;5;1;7399;91;266;138;152;44;45;0;18;48;8504
;76706;Tourville-les-Ifs;79;0;0;125;23;78;22;31;8;1;0;3;16;388
;76707;Tourville-sur-Arques;163;2;0;251;48;165;73;82;19;4;0;10;22;838
;76708;Toussaint;132;0;0;200;23;86;39;59;17;0;0;5;26;588
;76709;Le Trait;434;7;3;667;159;516;245;342;101;5;1;43;77;2600
;76710;Trémauville;12;0;0;29;6;14;6;5;3;0;0;1;3;80
;76711;Le Tréport;525;5;3;640;178;434;222;216;65;5;0;20;56;2368
;76712;La Trinité-du-Mont;114;3;0;175;29;101;52;51;15;1;0;11;17;569
;76714;Les Trois-Pierres;106;2;0;202;23;100;38;52;8;4;0;8;17;560
;76715;Trouville;55;3;0;146;14;71;33;42;8;2;0;12;10;397
;76716;Turretot;196;3;1;316;50;183;75;82;27;6;2;11;18;971
;76717;Val-de-la-Haye;105;1;1;132;28;82;47;33;8;1;0;8;16;463
;76718;Valliquerville;214;4;0;385;66;151;77;93;22;7;1;15;34;1069
;76719;Valmont;104;1;0;157;24;101;68;58;18;3;0;10;25;570
;76720;Varengeville-sur-Mer;167;1;0;182;65;109;75;54;16;1;0;6;23;697
;76721;Varneville-Bretteville;26;1;0;74;6;50;11;23;7;3;0;4;7;211
;76723;Vassonville;26;0;0;83;10;63;21;31;16;2;0;6;13;271
;76724;Vatierville;4;0;1;34;2;16;4;11;3;0;0;0;2;78
;76725;Vattetot-sous-Beaumont;55;2;0;129;13;70;14;40;9;2;0;3;8;345
;76726;Vattetot-sur-Mer;34;1;0;63;12;37;17;17;8;1;0;2;4;195
;76727;Vatteville-la-Rue;97;2;0;246;46;116;50;80;30;2;0;16;25;710
;76728;La Vaupalière;189;0;0;274;62;132;59;55;9;4;0;5;30;821
;76730;Veauville-lès-Quelles;12;0;0;28;6;9;6;8;4;0;0;3;3;80
;76731;Vénestanville;11;1;0;41;3;37;7;20;4;0;0;1;4;129
;76732;Butot-Vénesville;16;1;0;51;8;35;9;20;5;0;0;2;9;157
;76733;Ventes-Saint-Rémy;21;1;0;43;8;32;10;21;3;0;0;4;4;148
